isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,genres
9780393978193,0393978192,The Tempest,"Sources and Contexts, Criticism, Rewritings and Appropriations",William Shakespeare;Peter Hulme;William Howard Sherman,Drama,http://books.google.com/books/content?id=PUpyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents William Shakespeare's ""The Tempest"" and includes excerpts from its sources, eighteen works of criticism by writers ranging from John Dryden to Barbara Fuchs, and seventeen works based on the play by such authors as Percy Shelley and Ted Hughes.",2004.0,3.81,355.0,567.0,['Drama']
9780393979312,0393979318,1 Henry IV,"Text Edited from the First Quarto : Contexts and Sources, Criticism",William Shakespeare,Drama,http://books.google.com/books/content?id=9mJ5QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The text, with few departures, is that of the First Quarto (1598) edition of the play.",2003.0,3.82,432.0,89.0,['Drama']
9780394604800,0394604806,"Bernard Shaw's Saint Joan, Major Barbara, Androcles and the Lion",,Bernard Shaw,Drama,http://books.google.com/books/content?id=g3TSoY-HI6cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this volume, the texts of 3 of Shaw's most popular plays are given.",1979.0,3.55,479.0,10.0,['Drama']
9780395754900,0395754909,The Riverside Shakespeare,,William Shakespeare;Gwynne Blakemore Evans;Irving Babbitt Professor of Comparative Literature Harry Levin;Herschel Baker;J. J. M. Tobin;Anne Barton;Heather Dubrow;William T. Liston;Frank Kermode;Harry Levin;Marie Edel;Hallet Smith;Charles H. Shattuck,Drama,http://books.google.com/books/content?id=TQGftgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Second Edition of this complete collection of Shakespeare's plays and poems features two essays on recent criticism and productions, fully updated textual notes, a photographic insert of recent productions, and two works recently attributed to Shakespeare. The authors of the essays on recent criticism and productions are Heather DuBrow, University of Wisconsin at Madison, and William Liston, Ball State University, respectively.",1996.0,4.55,2057.0,3702.0,['Drama']
9780399150210,0399150218,Hercule Poirot's Casebook,,Agatha Christie,Detective and mystery stories,http://books.google.com/books/content?id=okVDkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Here, for the first time in one volume, is the complete collection of fifty stories about Hercule Poirot.",1989.0,4.3,861.0,1852.0,['Mystery']
9780399532719,0399532714,The Out-of-sync Child Has Fun,Activities for Kids with Sensory Processing Disorder,Carol Stock Kranowitz,Family & Relationships,http://books.google.com/books/content?id=JrSiX9ZWxAkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,KRANOWITZ/OUT OF SYNC CHLD FUN REV,2006.0,4.23,352.0,1186.0,['Romance']
9780413735904,0413735907,A Clockwork Orange,,Anthony Burgess,English drama,http://books.google.com/books/content?id=C-PTAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Anthony Burgess's stage play of his infamous cult novel and film of the same name. Alex and his vicious teenage gang revel in horrific violence, mugging and gang rape. Alex also revels in the music of Beethoven. The Gang communicates in a language which is as complicated as their actions. When a drug-fuelled night of fun ends in murder, Alex is finally busted and banged up. He is given a choice - be brainwashed into good citizenship and set free, or face a lifetime inside. Anthony Burgess's play with music, based on his own provocative 1962 novella of the same name, was first published in 1987. A Clockwork Orangewas made into a film classic by Stanley Kubrick in 1971 and was dramatizes by the RSC in 1990.",1998.0,3.82,51.0,27.0,['Drama']
9780413771162,0413771164,The Truth,Stage Adaptation,Terry Pratchett,Drama,http://books.google.com/books/content?id=3fmdQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new stage adaptation of one of Pratchett's best-selling novels There's been a murder. Allegedly. William de Worde is the Discworld's first investigative journalist. He didn't mean to be - it was just an accident. But, as William fills his pages with reports of local club meetings and pictures of humorously shaped vegetables, dark forces high up in Ankh-Morpork's society are plotting to overthrow the city's ruler, Lord Vetinari.",2002.0,4.28,336.0,41665.0,['Drama']
9780413772787,0413772780,The birds,,Aristophanes;Sean O'Brien,Drama,http://books.google.com/books/content?id=yBpbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A contemporary adaptation of The Birds by an award-winning poet, published to tie in with a major production at the National Theatre directed by Kathryn Hunter Pez and Eck are on the hunt for the perfect society in ""a city where free men might live like birds"". But when they start building the bird city for real, Pez starts to have ambitions - which seem not a million miles away from dictatorship. As the fantasy utopia threatens to turn into a tyranny the birds start to rebel. Sean O'Brien's new verse version brings Aristophanes' devastatingly ironic comment on human ambition bang up-to-date and is brimful of jokes ancient and modern. This adaptation by the winner of the Forward Prize for Poetry of Aristophanes' classic comedy is published to coincide with the National Theatre production and tour in 2002.",2003.0,2.67,96.0,3.0,['Drama']
9780415907446,0415907446,Assemblywomen,,Aristophanes;Jeffrey Henderson,Drama,http://books.google.com/books/content?id=pn5BDBelRSYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents three comedies by the ancient Athenian playwright depicting the varying social, political, and cultural roles of women in ancient Greece",1996.0,3.92,256.0,93.0,['Drama']
9780416651201,0416651208,The Homecoming,,Harold Pinter,Literature,,,1970.0,,,,['Classic']
9780425134351,0425134350,Patriot Games,,Tom Clancy,"Ryan, Jack (Fictitious character)",http://books.google.com/books/content?id=BJqwAK8On4cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A former CIA analyst vacationing with his family in London helps thwart a terrorist attack on a member of the Royal Family and becomes the target of the terrorist whose brother he killed.,1992.0,4.13,503.0,164306.0,['Young Adult']
9780425198322,0425198324,Death's Acre,Inside the Legendary Forensic Lab-The Body Farm-Where The Dead Do Tell Tales,Bill Bass;William M. Bass;Jon Jefferson,True Crime,http://books.google.com/books/content?id=MTLS-F-HmoQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A leading forensic anthropologist traces his sometimes grisly work at his Tennessee ""body farm"" lab and cites his contributions to the investigations of several murder cases as well as his theories about such famous cases as the Lindbergh kidnapping and the mystery of the headless corpse. Reprint.",2004.0,4.18,320.0,8118.0,['Thriller']
9780435233075,0435233076,Death of a Salesman,,Arthur Miller,American drama,http://books.google.com/books/content?id=VmJa4tLn0vMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Willy Loman has been a salesman all his life, but at sixty he is forced to take stock of his life and face its futility and failure. His predicament gives him heroic stature in this modern-day tragedy.",1994.0,3.5,117.0,146272.0,['Drama']
9780439294843,0439294843,No More Dead Dogs,,Gordon Korman,Drama,http://books.google.com/books/content?id=8A1lfv8ETv4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"For use in schools and libraries only. Truthful Wallace gives a thumbs-down to a book much to the chagrin of his English teacher, who sentences him to help with a stage version of the book. Wallace is unaware that his plot-improvement suggestions will wind up changing the entire production.",2001.0,3.71,180.0,11.0,['Drama']
9780439405607,0439405602,Guardians of Ga'Hoole #4: The Siege,,Kathryn Lasky,Fantasy,,"The war between the evil group led by Soren's brother, Kludd, and the owl of the Great Ga'Hoole Tree rages on.",2003.0,4.1,203.0,8964.0,['Fantasy']
9780439803632,0439803632,Gothic!,ten original dark tales,Deborah Noyes,Horror stories,http://books.google.com/books/content?id=FhRQ7hS07v4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Drawing on dark fantasy and the fairy tale as well as horror and wild humor, ten acclaimed authors pay homage to the gothic tale in wide-ranging stories of the supernatural and surreal.",2005.0,3.55,241.0,14.0,['Horror']
9780439862691,0439862698,Ghosthunters and the Muddy Monster of Doom!,Ghosthunters Bk. 4,Cornelia Caroline Funke,Ghost stories,http://books.google.com/books/content?id=9NUJzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With the fate of the world resting on the outcome of his battle against the mud-dripping minotaur, Tom's final exam is one that is certain to test his combined knowledge in the field and, if he survives, rightfully earn him his Ghosthunting Diploma.",2007.0,3.92,176.0,510.0,['Horror']
9780440391548,0440391547,The Turn of the Screw and Daisy Miller,,Henry James,Popular literature,http://books.google.com/books/content?id=OmsIxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1983.0,3.62,192.0,940.0,['Classic']
9780440506812,0440506816,Your Eight Year Old,Lively and Outgoing,Louise Bates Ames;Carol Chase Haber,Family & Relationships,,"The eight-year-old child is an exuberant, outgoing bundle of energy; he meets every challenge head-on, willing to try almost anything. Sometimes parents are amazed at the enthusiasm and excitement with which their child greets the world. However, eight is also a time when the child begins to do a great deal of analyzing and evaluating, finding fault in himself and others--especially Mohter. How do parents help an eight-year-old through this up-and-down age? What should parents expect in their relationships with the child and how can life in the family be made easier? What will the child's relationship with friends and siblings be like? In the successful tradition of the Gesell institute series,Your Eight-Year-Oldis a well-researched, highly accessible guide.",1990.0,3.88,160.0,177.0,['Romance']
9780440841838,0440841836,Roald Dahl's James and the giant peach,a play,Roald Dahl,Drama,http://books.google.com/books/content?id=bqoj_PS2knAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,James and his insect friends join in amazing adventures with a magical peach.,1990.0,4.04,91.0,8.0,['Drama']
9780446658089,0446658081,Best Science Fiction Stories of Clifford D. Simak,,Clifford D. Simak,"Science fiction, American",,,1972.0,3.94,253.0,62.0,['Sci-Fi']
9780449702024,0449702022,Winter of Magic's Return,,Pamela F. Service,Fantasy.,,"In a time five hundred years after a nuclear holocaust, Wellington, Earl, and Heather become convinced that a new age of magic is on the way and set out to right the world's wrongs.",1986.0,4.25,194.0,227.0,['Fantasy']
9780451185976,0451185978,The Langoliers,,Stephen King,Horror tales,http://books.google.com/books/content?id=fTIsuJUtuc0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On a flight from Los Angeles to Boston, only 11 passengers survive--but landing in a dead world makes them wish they had not survived.",1995.0,3.92,761.0,262.0,['Horror']
9780451203267,0451203267,The Stranger Beside Me,,Ann Rule,True Crime,http://books.google.com/books/content?id=H1vTjY_9R4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the perspective of the former policewoman, crime writer, and unknowing personal friend, tells the story of Ted Bundy, a brilliant law student executed for killing three women, who confessed to killing thirty-five others.",2001.0,4.14,550.0,47930.0,['Thriller']
